"","spp","Predicted","SE","lower","upper","point"
"1","apop",6.44368901424818,2.21019257557559,3.28981507311118,12.6211130989427,"Cha"
"2","apop",2.4284884123232,1.4588027780697,0.748196784661223,7.88235941358452,"Chb"
"3","apop",7.41898308180279,1.30133012089986,5.26064486752034,10.4628446424707,"Chc"
"4","apop",0.837607952994572,0.839387857080927,0.117497995805802,5.97105574531947,"Fa"
"5","apop",3.28810683142923,1.68848829491472,1.2018275757057,8.99600471269197,"Fb"
"6","apop",1.67505388257053,1.18952220772233,0.416444183554389,6.73753079120188,"Fc"
"7","apop",5.65177717241544,2.24316846788098,2.59624955768124,12.3033570144023,"Ga"
"8","apop",5.66457434246025,2.24320060597098,2.60667620209289,12.3097001673995,"Gb"
"9","apop",6.426943443463,2.22107345613626,3.26467220395783,12.6522969060711,"Gc"
"10","apop",6.97456810576228,1.74567396985377,4.27040384942232,11.3911006961313,"Ia"
"11","apop",7.65853351258738,1.12038034529772,5.74939100756965,10.2016257871836,"Ib"
"12","apop",7.23982128393825,1.46690565876971,4.86699113517714,10.7694899718484,"Ic"
"13","apop",5.67479730590017,2.24292407471502,2.61528412656562,12.3135089361556,"Ja"
"14","apop",5.6743634227578,2.2428504353639,2.61499578418637,12.3129836186523,"Jb"
"15","apop",7.90917612064596,0.97944752758996,6.20470475782239,10.0818764710008,"Jc"
"16","apop",5.65020313811636,2.24289793748405,2.59520761463346,12.3014418276085,"Lsa"
"17","apop",3.24627296921016,1.68796515856964,1.17161685551278,8.99465396135179,"Lsb"
"18","apop",0.83760795299457,0.83938785710281,0.117497995799785,5.97105574562522,"Lsc"
"19","apop",5.65251838338222,2.24329575864372,2.59674031261403,12.3042585041206,"Lta"
"20","apop",4.87512731699231,2.07602043272672,2.11597707223387,11.2321001341444,"Ltb"
"21","apop",6.45866382553974,2.19995456215884,3.31288086665701,12.591560062173,"Ltc"
"22","apop",0.837607952994572,0.839387857102812,0.117497995799785,5.97105574562524,"Ma"
"23","apop",1.63227003813007,1.18914760760078,0.391445591890447,6.80632387379855,"Mb"
"24","apop",3.24627296960898,1.68796515880906,1.17161685563405,8.99465396263083,"Mc"
"25","apop",7.74045525362128,1.06917811325357,5.90461032589978,10.1470959515323,"Pa"
"26","apop",7.65519498191747,1.12325049044994,5.74194515056753,10.2059508885038,"Pb"
"27","apop",5.66228133698711,2.24280899677457,2.60515528681769,12.3069170200433,"Pc"
"28","clma",7.19455727810288,2.03060539411034,4.13770332212373,12.509754904645,"Fa"
"29","clma",8.0558272869718,1.1911020513114,6.02913388387838,10.7637936936596,"Fb"
"30","clma",8.63928877127425,0.903411279014055,7.03829979132776,10.6044517406647,"Fc"
"31","clma",8.61060074655573,0.912120354239684,6.9962566162657,10.5974450743003,"Lta"
"32","clma",8.75615582965924,0.87352026884916,7.20106973812565,10.6470660195595,"Ltb"
"33","clma",8.64282486767732,0.902236298702475,7.04364761374485,10.6050764872985,"Ltc"
"34","clma",8.60552116215725,0.914034481557129,6.98822531105538,10.5971103071307,"Ma"
"35","clma",8.58371775264545,0.920985880813448,6.95578528303401,10.5926516502451,"Mb"
"36","clma",8.60461364781635,0.913938135598983,6.98748827969748,10.5959928753387,"Mc"
"37","dima",5.53842062221431,2.40162761045573,2.36744043378436,12.9566524888384,"Ga"
"38","dima",5.5521301297711,2.40148902807969,2.37840286227561,12.9608610327765,"Gb"
"39","dima",3.74898747020637,1.94403084679198,1.35682841017533,10.3586473767513,"Gc"
"40","dima",7.46506106745399,1.27141566844542,5.34638883901831,10.4233228107385,"Ia"
"41","dima",6.97713424965185,1.79439675505687,4.21466390266436,11.5502453960542,"Ib"
"42","dima",5.53837187571579,2.40161770287694,2.36741018790234,12.9565899439244,"Ic"
"43","dima",7.25975821127486,1.46766865395017,4.88471285894012,10.7895982441859,"Pa"
"44","dima",7.27596317799084,1.45013898030635,4.92313110900978,10.753246053227,"Pb"
"45","dima",7.57146002326541,1.18716718528168,5.56820832393402,10.2954134523839,"Pc"
"46","gaga",3.07456255216411,3.44374313883261,0.342273342358043,27.6180868251241,"Cha"
"47","gaga",2.40220946249339e-07,0.000879470194878726,0,Inf,"Chb"
"48","gaga",3.07452194967914,3.44371543274352,0.342264944689523,27.6180349922589,"Chc"
"49","gaga",2.40220946249352e-07,0.000879470194878773,0,Inf,"Fa"
"50","gaga",2.40220946249352e-07,0.000879470194878773,0,Inf,"Fb"
"51","gaga",2.40220946249321e-07,0.000879470194878657,0,Inf,"Fc"
"52","gaga",3.07452194970716,3.44371542764386,0.342264945812178,27.618034902173,"Ga"
"53","gaga",3.07452194971793,3.44371543462508,0.342264944292785,27.6180350249694,"Gb"
"54","gaga",6.01736677875665,3.88240898798457,1.69906772664789,21.3109238567674,"Gc"
"55","gaga",5.99136147791455,3.97805859298042,1.63063546469961,22.0137566832886,"Ia"
"56","gaga",3.07452194971362,3.44371543861257,0.342264943421227,27.6180350952197,"Ib"
"57","gaga",3.07452194970303,3.44371542604854,0.34226494615879,27.61803487413,"Ic"
"58","gaga",3.07452194966301,3.44371542759442,0.342264945807263,27.6180349017765,"Ja"
"59","gaga",5.99166709235562,3.97710178313205,1.63133739567331,22.0065295142701,"Jb"
"60","gaga",2.40220946249353e-07,0.000879470194878776,0,Inf,"Jc"
"61","gaga",3.0745219496792,3.44371543274359,0.34226494468953,27.6180349922595,"Lsa"
"62","gaga",3.07452194968842,3.44371543027126,0.342264945232244,27.6180349486324,"Lsb"
"63","gaga",2.40220946249286e-07,0.000879470194878529,0,Inf,"Lsc"
"64","gaga",2.4022094624936e-07,0.000879470194878801,0,Inf,"Lta"
"65","gaga",6.01765705424648,3.88148290986437,1.69976595507519,21.3042250401589,"Ltb"
"66","gaga",3.07452194967611,3.44371543457824,0.34226494428813,27.6180350245938,"Ltc"
"67","gaga",3.07452194970302,3.44371542604854,0.34226494615879,27.6180348741299,"Ma"
